Linux 3.10.0-514.16.1.el7.x86_64 (b09-h11-r620.rdu.openstack.engineering.redhat.com_4.example.com) 	06/15/2017 	_x86_64_	(2 CPU)

07:03:54 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
07:03:55 PM     all      1.52      0.00      0.51      0.00      0.00      0.00      0.00      0.00      0.00     97.97
07:03:55 PM       0      2.04      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     97.96
07:03:55 PM       1      1.02      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.98
07:03:56 PM     all      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     97.99
07:03:56 PM       0      2.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
07:03:56 PM       1      0.99      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     98.02
07:03:57 PM     all      2.51      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     96.48
07:03:57 PM       0      3.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     96.00
07:03:57 PM       1      2.02      0.00      2.02      0.00      0.00      0.00      0.00      0.00      0.00     95.96
07:03:58 PM     all      1.01      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     98.49
07:03:58 PM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:03:58 PM       1      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:03:59 PM     all     13.57      0.00     10.55      0.00      0.00      0.00      0.00      0.00      0.00     75.88
07:03:59 PM       0     10.10      0.00      7.07      0.00      0.00      0.00      0.00      0.00      0.00     82.83
07:03:59 PM       1     17.00      0.00     13.00      0.00      0.00      0.00      0.00      0.00      0.00     70.00
07:04:00 PM     all      3.54      0.00     33.84      0.00      0.00      0.00      0.00      0.00      0.00     62.63
07:04:00 PM       0      2.02      0.00     14.14      0.00      0.00      0.00      0.00      0.00      0.00     83.84
07:04:00 PM       1      5.00      0.00     54.00      0.00      0.00      0.00      0.00      0.00      0.00     41.00
07:04:01 PM     all      2.53      0.00     25.25      0.00      0.00      0.00      0.00      0.00      0.00     72.22
07:04:01 PM       0      4.08      0.00     23.47      0.00      0.00      0.00      0.00      0.00      0.00     72.45
07:04:01 PM       1      1.02      0.00     26.53      0.00      0.00      0.00      0.00      0.00      0.00     72.45
07:04:02 PM     all      1.50      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.50
07:04:02 PM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:02 PM       1      1.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
07:04:03 PM     all      1.52      0.00      1.52      0.00      0.00      0.00      0.00      0.00      0.00     96.97
07:04:03 PM       0      2.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
07:04:03 PM       1      2.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     96.00
07:04:04 PM     all      2.01      0.00      2.01      0.00      0.00      0.00      0.00      0.00      0.00     95.98
07:04:04 PM       0      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     97.98
07:04:04 PM       1      3.03      0.00      3.03      0.00      0.00      0.00      0.00      0.00      0.00     93.94
07:04:05 PM     all      2.51      0.00      1.51      0.00      0.00      0.00      0.00      0.00      0.00     95.98
07:04:05 PM       0      3.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     95.00
07:04:05 PM       1      1.02      0.00      1.02      0.00      0.00      0.00      0.00      0.00      0.00     97.96

07:04:05 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
07:04:06 PM     all      1.01      0.00      0.51      0.00      0.00      0.00      0.00      0.00      0.00     98.48
07:04:06 PM       0      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:06 PM       1      1.98      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     97.03
07:04:07 PM     all      2.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
07:04:07 PM       0      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     97.98
07:04:07 PM       1      2.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
07:04:08 PM     all      1.00      0.00      0.50      0.00      0.00      0.00      0.00      0.00      0.00     98.50
07:04:08 PM       0      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:08 PM       1      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:09 PM     all      2.51      0.00      1.51      0.00      0.00      0.00      0.00      0.00      0.00     95.98
07:04:09 PM       0      1.98      0.00      2.97      0.00      0.00      0.00      0.00      0.00      0.00     95.05
07:04:09 PM       1      3.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     96.00
07:04:10 PM     all      0.51      0.00      0.51      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:10 PM       0      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:10 PM       1      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:11 PM     all      7.07      0.00      1.52      0.00      0.00      0.00      0.00      0.00      0.00     91.41
07:04:11 PM       0      7.14      0.00      1.02      0.00      0.00      0.00      0.00      0.00      0.00     91.84
07:04:11 PM       1      6.19      0.00      1.03      0.00      0.00      0.00      0.00      0.00      0.00     92.78
07:04:12 PM     all      1.00      0.00      1.50      0.00      0.00      0.00      0.00      0.00      0.00     97.50
07:04:12 PM       0      1.98      0.00      1.98      0.00      0.00      0.00      0.00      0.00      0.00     96.04
07:04:12 PM       1      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:13 PM     all      2.02      0.00      1.52      0.00      0.00      0.00      0.00      0.00      0.00     96.46
07:04:13 PM       0      1.01      0.00      2.02      0.00      0.00      0.00      0.00      0.00      0.00     96.97
07:04:13 PM       1      3.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     96.00
07:04:14 PM     all      2.01      0.00      2.51      0.00      0.00      0.00      0.00      0.00      0.00     95.48
07:04:14 PM       0      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:14 PM       1      3.00      0.00      5.00      0.00      0.00      0.00      0.00      0.00      0.00     92.00
07:04:15 PM     all      2.50      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     96.50
07:04:15 PM       0      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:15 PM       1      4.04      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     94.95
07:04:16 PM     all      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     97.99
07:04:16 PM       0      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:16 PM       1      1.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00

07:04:16 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
07:04:17 PM     all      2.51      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     96.48
07:04:17 PM       0      2.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
07:04:17 PM       1      3.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     95.00
07:04:18 PM     all      1.01      0.00      0.51      0.00      0.00      0.00      0.00      0.00      0.00     98.48
07:04:18 PM       0      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.00
07:04:18 PM       1      1.01      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     97.98
07:04:19 PM     all      1.51      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     97.49
07:04:19 PM       0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
07:04:19 PM       1      3.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     96.00
07:04:20 PM     all      1.49      0.50      1.49      0.00      0.00      0.00      0.00      0.00      0.00     96.52
07:04:20 PM       0      2.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
07:04:20 PM       1      1.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
07:04:21 PM     all      2.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
07:04:21 PM       0      2.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.00
07:04:21 PM       1      2.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     96.00
07:04:22 PM     all      1.01      0.00      2.51      0.00      0.00      0.00      0.00      0.00      0.00     96.48
07:04:22 PM       0      2.00      0.00      3.00      0.00      0.00      0.00      0.00      0.00      0.00     95.00
07:04:22 PM       1      0.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:23 PM     all      2.01      0.00      1.51      0.00      0.00      0.00      0.00      0.00      0.00     96.48
07:04:23 PM       0      2.02      0.00      2.02      0.00      0.00      0.00      0.00      0.00      0.00     95.96
07:04:23 PM       1      1.03      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.97
07:04:24 PM     all      5.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     93.00
07:04:24 PM       0      5.94      0.00      2.97      0.00      0.00      0.00      0.00      0.00      0.00     91.09
07:04:24 PM       1      4.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     95.00
07:04:25 PM     all      2.02      0.00      2.02      0.00      0.00      0.00      0.00      0.00      0.00     95.96
07:04:25 PM       0      2.04      0.00      2.04      0.00      0.00      0.00      0.00      0.00      0.00     95.92
07:04:25 PM       1      2.00      0.00      3.00      0.00      0.00      0.00      0.00      0.00      0.00     95.00
07:04:26 PM     all      1.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     98.00
07:04:26 PM       0      1.98      0.00      0.99      0.00      0.00      0.00      0.00      0.00      0.00     97.03
07:04:26 PM       1      1.01      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     98.99
07:04:27 PM     all      3.03      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     95.96
07:04:27 PM       0      2.02      0.00      1.01      0.00      0.00      0.00      0.00      0.00      0.00     96.97
07:04:27 PM       1      3.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     95.00

07:04:27 PM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
07:04:28 PM     all      1.01      0.00      1.52      0.00      0.00      0.00      0.00      0.00      0.00     97.47
07:04:28 PM       0      1.02      0.00      1.02      0.00      0.00      0.00      0.00      0.00      0.00     97.96
07:04:28 PM       1      1.01      0.00      2.02      0.00      0.00      0.00      0.00      0.00      0.00     96.97
07:04:29 PM     all      9.60      0.00     11.11      0.00      0.00      0.00      0.00      0.00      0.00     79.29
07:04:29 PM       0      6.00      0.00      7.00      0.00      0.00      0.00      0.00      0.00      0.00     87.00
07:04:29 PM       1     14.00      0.00     15.00      0.00      0.00      0.00      0.00      0.00      0.00     71.00
07:04:30 PM     all      2.99      0.00     19.40      0.00      0.00      0.00      0.00      0.00      0.00     77.61
07:04:30 PM       0      3.03      0.00      2.02      0.00      0.00      0.00      0.00      0.00      0.00     94.95
07:04:30 PM       1      2.02      0.00     36.36      0.00      0.00      0.00      0.00      0.00      0.00     61.62
07:04:31 PM     all      2.54      0.00      1.02      0.00      0.00      0.00      0.00      0.00      0.00     96.45
